user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
Yakima랑 Rivian 협력 어떻게 됐어?,"['| 연도 | 수익 (백만 USD) | 순이익 (백만 USD) | 총 자산 (백만 USD) |\n| ---- | --------------- | ----------------- | ------------------ |\n| 2020 | 0               | -1,018            | 4,602              |\n| 2021 | 55              | -4,688            | 22,294             |\n| 2022 | 1,658           | -6,752            | 17,876             |\n| 2023 | 4,434           | -5,432            | 16,778             |\n\n**최대 주주**\n\n2023년 12월 현재 최대 주주는 Amazon, T. Rowe Price International, The Vanguard Group, BlackRock 및 Fidelity Investments였습니다.\n\n**협력**\n\nRivian은 Alex Honnold, the Honnold Foundation, Casa Pueblo, Ewan McGregor, Charley Boorman, Yakima 및 MAXTRAX와 파트너십을 맺었습니다.\n\n**소송**']",Rivian은 Yakima와 파트너십을 맺었습니다.,industry_analyst,POOR_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
Rivian이 테슬라와 왜 소송 당했나요?,"['- 2020년 7월, Tesla는 Rivian이 독점 정보를 훔치고 직원을 빼갔다고 주장하며 소송을 제기했습니다.\n- 2021년 3월, Illinois Automobile Dealers Association은 Rivian과 Lucid Motors가 소비자에게 직접 판매했다는 이유로 소송을 제기했습니다.\n- 2021년 11월, 전 VP Laura Schwab은 차별 혐의로 소송을 제기하고 차량 가격 책정 및 안전 표준에 대한 우려를 제기했습니다.']","2020년 7월, Tesla는 Rivian이 독점 정보를 훔치고 직원을 빼갔다고 주장하며 소송을 제기했습니다.",masters_student,MISSPELLED,SHORT,single_hop_specific_query_synthesizer
"Nikola Tesla가 이름이 잘못 쓰여진 경우, Tesla, Inc.가 어떤 회사인지 그리고 Nikola Tesla와 어떤 관련이 있는지 자세히 설명해 줄 수 있나요?","['Tesla, Inc.는 미국의 다국적 자동차 및 청정 에너지 회사입니다. 이 회사는 전기 자동차(BEV), 고정형 배터리 에너지 저장 장치, 태양 전지판, 태양광 지붕널 및 관련 제품/서비스를 설계, 제조 및 판매합니다. 2003년 7월 Martin Eberhard와 Marc Tarpenning이 Tesla Motors로 설립했으며, Nikola Tesla를 기리기 위해 명명되었습니다. Elon Musk는 2004년 Tesla의 초기 자금 조달을 주도하여 2008년에 회장 겸 CEO가 되었습니다.']","Tesla, Inc.는 미국의 다국적 자동차 및 청정 에너지 회사로, 전기 자동차(BEV), 고정형 배터리 에너지 저장 장치, 태양 전지판, 태양광 지붕널 및 관련 제품과 서비스를 설계, 제조 및 판매합니다. 이 회사는 2003년 7월 Martin Eberhard와 Marc Tarpenning이 Tesla Motors라는 이름으로 설립했으며, 그 이름은 유명한 발명가 Nikola Tesla를 기리기 위해 지어졌습니다. Elon Musk는 2004년에 Tesla의 초기 자금 조달을 주도했고, 2008년에 회장 겸 CEO가 되었습니다.",graduate_researcher,MISSPELLED,LONG,single_hop_specific_query_synthesizer
Tesla의 주요 차량 생산 연도와 모델은 어떻게 되나요?,"['Tesla의 차량 생산은 2008년 Roadster로 시작하여 Model S (2012), Model X (2015), Model 3 (2017), Model Y (2020), Semi (2022) 및 Cybertruck (2023)으로 이어졌습니다. 이 회사는 세계에서 가장 가치 있는 회사 중 하나이며 2020년 7월 이후 가장 가치 있는 자동차 제조업체입니다. Tesla는 2021~2022년, 그리고 2024년에 다시 한 번 한때 1조 달러의 가치를 달성했습니다. 2023년에는 배터리 전기 자동차 시장에서 가장 큰 점유율(19.9%)을 차지했으며 Forbes Global 2000에서 69위에 랭크되었습니다.']","Tesla의 차량 생산은 2008년 Roadster로 시작하여 Model S (2012), Model X (2015), Model 3 (2017), Model Y (2020), Semi (2022) 및 Cybertruck (2023)으로 이어졌습니다.",graduate_researcher,WEB_SEARCH_LIKE,MEDIUM,single_hop_specific_query_synthesizer
"Who is Ian Wright in the history of Tesla, and what was his role during the company's early days?","['Tesla는 내부 고발자 보복, 근로자 권리 침해, 안전 결함, 홍보 부족, Musk의 논란의 여지가 있는 발언과 관련된 소송, 정부 조사 및 비판에 직면했습니다.\n\n## 역사\n\n### 창립 (2003–2004)\n\nTesla Motors, Inc.는 2003년 7월 1일에 Martin Eberhard와 Marc Tarpenning에 의해 설립되었으며, 각각 CEO와 CFO를 역임했습니다. Ian Wright는 얼마 지나지 않아 합류했습니다. 2004년 2월, Elon Musk는 750만 달러의 시리즈 A 자금 조달을 주도하여 회장 겸 최대 주주가 되었습니다. J. B. Straubel은 2004년 5월 CTO로 합류했습니다. 다섯 명 모두 공동 설립자로 인정받고 있습니다.\n\n### Roadster (2005–2009)']","Ian Wright joined Tesla Motors shortly after its founding in 2003 by Martin Eberhard and Marc Tarpenning. Although he was not one of the original founders, he became one of the five individuals recognized as co-founders of Tesla.",masters_student,PERFECT_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
Elon Musk는 언제 테슬라 CEO가 되었나요?,"[""Elon Musk는 주류 차량으로 확장하기 전에 프리미엄 스포츠카로 시작하는 전략에 초점을 맞춰 적극적인 역할을 수행했습니다. 후속 자금 조달에는 Valor Equity Partners (2006)와 Sergey Brin, Larry Page, Jeff Skoll과 같은 기업가의 투자가 포함되었습니다.\n\n2007년 8월, Eberhard는 CEO에서 물러나라는 요청을 받았고, Tarpenning은 2008년 1월에 이어졌습니다. Michael Marks는 Ze'ev Drori가 인수하기 전에 임시 CEO를 역임했으며, Musk는 2008년 10월에 인수했습니다. Eberhard는 2009년 6월 Musk를 상대로 소송을 제기했지만 나중에 기각되었습니다.""]",Elon Musk는 2008년 10월에 테슬라를 인수하며 CEO가 되었습니다.,graduate_researcher,MISSPELLED,SHORT,single_hop_specific_query_synthesizer
"Tesla 2010년 6월에 NASDAQ 상장해서 2억 2,600만 달러 모은거 왜 중요해?","['Roadster 생산은 2008년에 시작되었습니다. 2009년 1월까지 Tesla는 1억 8,700만 달러를 모금하고 147대의 자동차를 인도했습니다. 2009년 6월, Tesla는 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았으며, 2013년 5월에 이자와 함께 상환했습니다.\n\n### IPO, Model S 및 Model X (2010–2015)\n\n2010년 5월, Tesla는 캘리포니아 주 프리몬트의 NUMMI 공장을 Toyota로부터 인수했습니다. 이 회사는 2010년 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달했습니다.']","2010년 6월 Tesla는 NASDAQ에 상장하여 2억 2,600만 달러를 조달했는데, 이는 회사가 캘리포니아 주 프리몬트의 NUMMI 공장을 Toyota로부터 인수한 후 자금을 확보하는 중요한 단계였습니다.",graduate_researcher,POOR_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
"Tesla Model Y 출시 및 개발과 관련하여, 2020년 제조 시작 이후 Tesla의 향후 차량 생산 및 배송 계획에는 어떤 모델들이 포함되어 있으며, 특히 2025년과 2026년에 예정된 신차 출시 일정은 어떻게 되는지 설명해 주세요?","['<1-hop>\n\nTesla는 2016년 11월 SolarCity를 26억 달러에 인수하여 Tesla Energy를 설립했습니다. 2017년 2월, Tesla Motors는 사명을 Tesla, Inc.로 변경했습니다.\n\nModel 3 세단은 2016년 4월에 공개되어 일주일 만에 325,000건 이상의 예약이 접수되었습니다. ""생산 지옥""으로 묘사된 생산 문제로 인해 지연이 발생했습니다. 2018년 말까지 Model 3는 세계에서 가장 많이 팔린 전기 자동차(2018-2021)가 되었습니다. 2018년 8월, Musk는 Tesla를 비상장으로 전환할 계획을 발표했지만 실현되지 않았고 논란과 SEC의 증권 사기 혐의로 이어졌습니다.\n\n### 글로벌 확장 및 Model Y (2019–현재)', '<2-hop>\n\n### 발표된 제품\n\n- **Roadster (2세대):** 2017년에 공개되었으며 620마일(1,000km)의 주행 거리와 고성능 사양을 갖춘 것으로 알려져 있습니다. 2025년에 생산 예정입니다.\n- **Tesla 차세대 차량:** 2025년 상반기에 배송될 것으로 예상되는 발표된 배터리 전기 플랫폼.\n- **Cybercab:** 출시 예정인 2인승 배터리 전기 자율 주행차.\n- **Robovan:** 미래 개발을 위해 계획된 전기 자율 밴.\n\n### 단종\n\n- **Tesla Roadster:** 2008년부터 2012년까지 생산된 2인승 스포츠카.\n\n### 연결 서비스', '<3-hop>\n\n| Tesla 모델 |          |       |                  |\n| :--------- | :------- | :---- | :--------------- |\n| 이름       | 제조년도 | 좌석  | 참고             |\n| Roadster   | 2008     | 2     | 2012년에 단종    |\n| Model S    | 2012     | 5/7   |                  |\n| Model X    | 2015     | 5/6/7 |                  |\n| Model 3    | 2017     | 5     |                  |\n| Model Y    | 2020     | 5/7   |                  |\n| Semi       | 2022     | 2     |                  |\n| Cybertruck | 2023     | 5     |                  |\n| Roadster 2 |          | 2/4   | 2025년 출시 예정 |\n| Cybercab   |          | 2     | 2026년 출시 예정 |\n| Robovan    |          | 20    | 명시된 기간 없음 |\n\n### 사용 가능한 제품']","Tesla Model Y는 2020년에 제조가 시작되었으며 5~7인승 차량입니다. Tesla는 2025년에 Roadster 2세대가 출시될 예정이며, 이 차량은 2인승 또는 4인승으로 고성능과 620마일(1,000km)의 주행 거리를 갖출 것으로 알려져 있습니다. 또한 2026년에는 2인승 배터리 전기 자율 주행차인 Cybercab이 출시될 계획입니다. 이 외에도 2025년 상반기에는 Tesla 차세대 배터리 전기 플랫폼 기반 차량이 배송될 예정이며, Robovan이라는 20인승 전기 자율 밴도 미래 개발을 위해 계획되어 있습니다.",,,,multi_hop_abstract_query_synthesizer
"Tesl라 Model 3가 저렴한 가격으로 출시되었는데, 차량 안전성과 성능에 대한 비판은 어떤 내용들이 있었나요?","['<1-hop>\n\nTesla는 2012년 6월 Model S 고급 세단을 출시했습니다. Model S는 여러 자동차 상을 받았으며 노르웨이(2013년 9월)와 전 세계(2015년 및 2016년)에서 가장 많이 팔린 전기 자동차가 되었습니다. Tesla는 2013년 7월 NASDAQ-100에 합류했습니다.\n\n2014년, Tesla는 운전자 지원 시스템인 Autopilot을 발표했습니다. Tesla는 2015년 4월 Powerwall 및 Powerpack과 함께 에너지 저장 시장에 진출하여 일주일 만에 8억 달러의 주문을 받았습니다. Model X SUV는 2015년 9월에 출시되었습니다.\n\n### SolarCity 및 Model 3 (2016–2018)', '<2-hop>\n\n## 파트너\n\nTesla는 Panasonic과 파트너십을 맺고 있으며 리튬 공급에 대한 장기 계약을 맺고 있습니다. 이전 파트너로는 Daimler와 Toyota가 있습니다.\n\n## 소송 및 논란\n\nTesla는 성희롱, 노동 분쟁, 사기 혐의, 대리점 분쟁, 지적 재산권, 환경 위반, 재산 피해, 인종 차별, COVID-19 팬데믹 대응 및 수리 권리와 관련된 소송 및 논란에 직면했습니다.\n\n## 비판\n\nTesla는 데이터 개인 정보 보호, 공매도자, 지연, 차량 제품 문제, 화재, Autopilot 충돌, 소프트웨어 해킹, 가상 제동 및 주행 거리 성능과 관련된 비판에 직면했습니다.', '<3-hop>\n\n- **Model 3:** 패스트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃 또는 후륜 모터, 후륜 구동 레이아웃을 갖춘 중형차. 이 차량은 고급 Model S 세단보다 저렴하도록 설계되었습니다. Model 3 프로토타입은 2016년에 처음 공개되었으며 일주일 만에 325,000건 이상의 유료 예약이 접수되었습니다.']","Tesla의 Model 3는 고급 Model S 세단보다 저렴하도록 설계된 중형 패스트백 차량으로, 2016년에 프로토타입이 공개되었고 일주일 만에 325,000건 이상의 유료 예약이 접수되었습니다. 그러나 Tesla는 차량 제품 문제, 화재, Autopilot 충돌, 주행 거리 성능과 관련된 비판에 직면했으며, 이는 Model 3를 포함한 Tesla 차량들의 안전성과 성능에 대한 주요 논란으로 작용했습니다.",,,,multi_hop_abstract_query_synthesizer
"How does Rivian's production of high-performance electric vehicles, specifically the R1S SUV, reflect its strategy in the electric sports utility vehicle market, and what are the key milestones in its development and manufacturing facilities?","['<1-hop>\n\n### 발표된 제품\n\n- **Roadster (2세대):** 2017년에 공개되었으며 620마일(1,000km)의 주행 거리와 고성능 사양을 갖춘 것으로 알려져 있습니다. 2025년에 생산 예정입니다.\n- **Tesla 차세대 차량:** 2025년 상반기에 배송될 것으로 예상되는 발표된 배터리 전기 플랫폼.\n- **Cybercab:** 출시 예정인 2인승 배터리 전기 자율 주행차.\n- **Robovan:** 미래 개발을 위해 계획된 전기 자율 밴.\n\n### 단종\n\n- **Tesla Roadster:** 2008년부터 2012년까지 생산된 2인승 스포츠카.\n\n### 연결 서비스', '<2-hop>\n\n**개요**\n\nRivian은 ""스케이트보드"" 플랫폼(R1T 및 R1S 모델)을 기반으로 한 전기 스포츠 유틸리티 차량(SUV), 픽업 트럭 및 전기 배달 밴(Rivian EDV)을 생산합니다. R1T 배송은 2021년 말에 시작되었습니다. 회사는 2022년에 미국에서 충전 네트워크를 시작하여 2024년에 다른 차량에도 개방했습니다. 생산 공장은 일리노이 주 노멀에 있으며, 다른 시설은 미국, 캐나다, 영국 및 세르비아의 여러 주에 있습니다.\n\n**역사**\n\n**초창기 (2009–15):**', '<3-hop>\n\n- 2009년 R. J. 스캐린지가 Mainstream Motors로 설립.\n- 2011년 Rivian Automotive로 사명 변경.\n- 처음에는 스포츠카 프로토타입(R1)에 집중했지만 전기 및 자율 주행 차량으로 전환.\n\n**생산 준비 (2016–20):**\n\n- 2017년 일리노이 주 노멀에 있는 이전 Mitsubishi Motors 제조 공장을 1,600만 달러에 인수.\n- 2017년 12월, 첫 두 제품인 R1T (픽업 트럭)와 R1S (SUV)를 공개.\n- 생산은 2020년에 시작될 예정.\n\n**첫 모델 배송; IPO; 감원 및 확장 (2021–24):**']","Rivian produces high-performance electric vehicles based on its ""스케이트보드"" 플랫폼, including the R1S SUV, which is part of its electric sports utility vehicle lineup. The company began focusing on electric and autonomous vehicles after initially working on sports car prototypes. Key milestones include the 2017 acquisition of a former Mitsubishi Motors manufacturing plant in Normal, Illinois, for $16 million, and the unveiling of the R1T pickup truck and R1S SUV in December 2017. Production was planned to start in 2020, with R1T deliveries beginning at the end of 2021. Rivian also expanded its presence by launching a charging network in the U.S. in 2022, opening it to other vehicles by 2024. Its manufacturing facilities are located in the U.S., Canada, the U.K., and Serbia, supporting its strategy in the electric sports utility vehicle market.",,,,multi_hop_abstract_query_synthesizer
Tesla의 고성능 전기차 제품과 Tesla의 전략은 어떻게 연결되어 있나요?,"['<1-hop>\n\n### 발표된 제품\n\n- **Roadster (2세대):** 2017년에 공개되었으며 620마일(1,000km)의 주행 거리와 고성능 사양을 갖춘 것으로 알려져 있습니다. 2025년에 생산 예정입니다.\n- **Tesla 차세대 차량:** 2025년 상반기에 배송될 것으로 예상되는 발표된 배터리 전기 플랫폼.\n- **Cybercab:** 출시 예정인 2인승 배터리 전기 자율 주행차.\n- **Robovan:** 미래 개발을 위해 계획된 전기 자율 밴.\n\n### 단종\n\n- **Tesla Roadster:** 2008년부터 2012년까지 생산된 2인승 스포츠카.\n\n### 연결 서비스', '<2-hop>\n\nTesla의 전략은 배터리 비용을 줄이기 위해 고가, 소량 차량으로 시작한 다음 더 저렴하고 대량 차량을 제공하는 것입니다. Tesla는 자동차의 하드웨어를 지속적으로 업데이트하고 웹사이트와 회사 소유 매장을 통해 직접 차량을 판매합니다. Tesla는 수직적으로 통합되어 많은 구성 요소를 자체 개발합니다. Tesla는 일반적으로 지속 가능한 에너지 채택을 촉진하기 위해 경쟁 업체가 자사 기술을 라이선스하도록 허용합니다.\n\n## 기술\n\n### 배터리\n\nTesla는 CATL, LG Energy Solution 및 Panasonic에서 공급받은 원통형 및 각형 배터리 셀을 사용하고 있으며 자체 배터리를 생산할 수 있는 능력을 구축하고 있습니다.\n\n### 소프트웨어']","Tesla의 고성능 전기차 제품으로는 2017년에 공개된 2세대 Roadster가 있으며, 이 차량은 620마일(1,000km)의 주행 거리와 고성능 사양을 갖추고 2025년에 생산될 예정입니다. Tesla의 전략은 초기에는 고가의 소량 생산 차량으로 시작하여 배터리 비용을 줄이고, 이후 더 저렴하고 대량 생산이 가능한 차량을 제공하는 것입니다. 또한 Tesla는 자동차 하드웨어를 지속적으로 업데이트하고 직접 판매하며, 수직적으로 통합된 생산 체계를 통해 많은 구성 요소를 자체 개발합니다. 이러한 전략은 Roadster와 같은 고성능 전기차를 통해 기술력을 입증하고, 이후 대중 시장으로 확장하는 데 중요한 역할을 합니다.",,,,multi_hop_abstract_query_synthesizer
"How does Tesla's strategy of launching smaller, lower-priced R2 SUV and R3 models relate to its overall approach to offering affordable mass-market vehicles, and what role has capital raising played in supporting this strategy?","['<1-hop>\n\nTesla의 전략은 배터리 비용을 줄이기 위해 고가, 소량 차량으로 시작한 다음 더 저렴하고 대량 차량을 제공하는 것입니다. Tesla는 자동차의 하드웨어를 지속적으로 업데이트하고 웹사이트와 회사 소유 매장을 통해 직접 차량을 판매합니다. Tesla는 수직적으로 통합되어 많은 구성 요소를 자체 개발합니다. Tesla는 일반적으로 지속 가능한 에너지 채택을 촉진하기 위해 경쟁 업체가 자사 기술을 라이선스하도록 허용합니다.\n\n## 기술\n\n### 배터리\n\nTesla는 CATL, LG Energy Solution 및 Panasonic에서 공급받은 원통형 및 각형 배터리 셀을 사용하고 있으며 자체 배터리를 생산할 수 있는 능력을 구축하고 있습니다.\n\n### 소프트웨어', '<2-hop>\n\n- 2022년 10월, 느슨한 토크 볼트로 인해 13,000대의 차량을 자발적으로 리콜.\n- 2023년 6월, Tesla의 북미 충전 시스템(NACS) 채택을 발표.\n- 2023년 6월, ""A Better Route Planner""(ABRP) EV 경로 계획 앱을 개발한 Iternio 인수.\n- 2023년 10월, Amazon과의 독점 계약을 종료하여 Rivian이 다른 상업 고객에게 공급할 수 있도록 허용.\n- 2024년 2월, 급여 직원 10% 감축 발표.\n- 2024년 3월, 더 작은 가격대의 R2 SUV 및 R3 공개.', '<3-hop>\n\nRoadster 생산은 2008년에 시작되었습니다. 2009년 1월까지 Tesla는 1억 8,700만 달러를 모금하고 147대의 자동차를 인도했습니다. 2009년 6월, Tesla는 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았으며, 2013년 5월에 이자와 함께 상환했습니다.\n\n### IPO, Model S 및 Model X (2010–2015)\n\n2010년 5월, Tesla는 캘리포니아 주 프리몬트의 NUMMI 공장을 Toyota로부터 인수했습니다. 이 회사는 2010년 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달했습니다.']","Tesla's strategy involves initially producing high-priced, low-volume vehicles to reduce battery costs, followed by offering more affordable mass-market vehicles. This approach is exemplified by the recent launch of smaller, lower-priced R2 SUV and R3 models in March 2024, which aligns with Tesla's goal to expand its market reach with more accessible vehicles. Supporting this strategy, Tesla has actively raised capital through various means: by 2009, it had raised $187 million and delivered 147 cars; in June 2009, it secured a $465 million loan from the U.S. Department of Energy, repaid by May 2013; and in June 2010, Tesla raised $226 million through its NASDAQ IPO. These capital-raising efforts have provided the financial foundation necessary for Tesla to develop and launch new vehicle models, including the more affordable R2 and R3 SUVs.",,,,multi_hop_abstract_query_synthesizer
